date,house_price_idx,apt_trade_count,buyer_dominance
2024-07,98.1181029602333,54732.0,93.777176
2024-08,98.4384323606263,47916.0,95.1385869565217
2024-09,98.6640232635691,39362.0,94.7173913043478
2024-10,98.7451440381646,42914.0,94.0611413043478
2024-11,98.74275647916,36399.0,93.2907608695652
2024-12,98.6305165148818,34355.0,92.2676630434783
2025-01,98.4783824442997,29784.0,91.9701086956522
2025-02,98.3883390744178,39925.0,92.2391304347826
2025-03,98.3914811541526,53460.0,92.7228260869565
2025-04,98.3371288169396,50693.0,92.8879023897499
2025-05,98.3053349096171,48783.0,92.8932188521758
2025-06,98.475890990321,58892.0,94.3047396262527
2025-07,98.6229761871386,49940.0,93.830245354741
2025-08,98.6606866561568,34868.0,93.8873973258194
2025-09,98.743226761869,49665.0,94.85632260294
2025-10,99.0778805772913,56363.0,96.0365772614902
2025-11,99.3498933471846,49139.0,96.1947420186608
2025-12,99.6561891527607,48978.0,96.7317047236769
2026-01,100.0,48877.0,97.3098700124937
2026-02,100.278612318969,45483.0,96.8619580531115
2026-03,100.439616671216,56604.0,96.5442994231638
